,imdb_id,score
0,tt0383010,25.37358279907104
1,tt0401729,2.0157093306232
2,tt0431021,1.6312816904532323
3,tt0443272,2.0843673725067586
4,tt0454876,2.07094923619001
5,tt0485985,36.485357953862724
6,tt0763831,0.29228560157694033
7,tt0770802,9.55571599986502
8,tt0790724,0.5711509818179599
9,tt0837562,2.3995287160080245
10,tt0848228,4.517204942525117
11,tt0938330,1.7851518458778644
12,tt1024648,3.3062872666097918
13,tt1047540,2.9522668218038657
14,tt1071875,10.521590466892723
15,tt1074638,17.320667103194243
16,tt1077368,2.8768048008795306
17,tt1142977,2.8198471416930273
18,tt1183919,17.80404326713211
19,tt1195478,3.702868916793443
20,tt1217209,3.726211985974186
21,tt1222815,1.5623141831407676
22,tt1226240,9.557171761498433
23,tt1232200,5.744034356058303
24,tt1232829,2.8819895428723865
25,tt1234719,2.0942917044237297
26,tt1258972,0.9191200879807655
27,tt1259521,32.13216008478666
28,tt1276104,5.9452405893791695
29,tt1276419,1.1643624823068555
30,tt1277953,10.847602646302864
31,tt1298649,3.7457724190990813
32,tt1307068,0.6420386202406839
33,tt1327194,1.518013509531992
34,tt1336608,1.2866354113854224
35,tt1343727,1.7332481304203242
36,tt1345836,3.7552059822696227
37,tt1366365,0.051046236111930834
38,tt1371111,2.8713413048662373
39,tt1386703,4.34069017649125
40,tt1392170,53.69926929812566
41,tt1397280,10.07586112639988
42,tt1397514,4.20419178915856
43,tt1405365,0.19043076767330067
44,tt1409024,11.022290826129812
45,tt1412386,11.07900821808296
46,tt1417075,0.3958721408995921
47,tt1430615,2.451522529745208
48,tt1430626,7.841578583535751
49,tt1433822,2.407589929844821
50,tt1435513,8.935305324899863
51,tt1440129,0.9000458463992083
52,tt1441952,2.0745730182121833
53,tt1445520,0.1966911183274464
54,tt1446192,11.400943652616098
55,tt1446714,0.7658025915006832
56,tt1456635,7.554465884623326
57,tt1462769,12.501141058846413
58,tt1477855,4.226031494332496
59,tt1482459,9.129100807554643
60,tt1496025,2.468817846023184
61,tt1506999,0.25635236929860805
62,tt1520498,0.2806150996992344
63,tt1524137,0.23873206909137
64,tt1535438,1.2989618440697124
65,tt1540128,1.0787666384161534
66,tt1547234,4.11801781809154
67,tt1560747,0.0
68,tt1560985,0.758538228163858
69,tt1566501,3.0584674656581368
70,tt1568338,0.68654058535363
71,tt1568921,3.4105063094301302
72,tt1579361,9.668122017044412
73,tt1582507,29.477891607975486
74,tt1586265,1.66856403028951
75,tt1588334,2.186212648688545
76,tt1591479,7.697090294200004
77,tt1592281,0.9585375094292296
78,tt1592525,2.382964741343133
79,tt1596350,0.812217295885614
80,tt1596365,24.668390909852533
81,tt1598828,5.103282833467978
82,tt1599348,13.59226865934582
83,tt1601913,4.32182357304517
84,tt1602098,8.157104975828119
85,tt1602620,1.9470404431506056
86,tt1605630,10.101322091382224
87,tt1606389,4.30709518938736
88,tt1611224,19.001074481481467
89,tt1614989,0.2917299987631778
90,tt1615065,2.7274789592815294
91,tt1621045,4.310267805207904
92,tt1623288,2.0320454688240424
93,tt1629757,7.8301242148642975
94,tt1636826,9.522427173908497
95,tt1637725,2.1812975755054937
96,tt1645170,3.2731672848275704
97,tt1646987,4.438608356526409
98,tt1648179,1.3958823345041844
99,tt1649419,1.809814834097398
100,tt1655460,0.7084430297195524
101,tt1656190,1.0462266027400866
102,tt1659337,0.6095870524008015
103,tt1663143,0.97759531742524
104,tt1667889,4.714721227277133
105,tt1673434,4.004577964714408
106,tt1675434,0.6790271791808815
107,tt1694020,6.696942107404235
108,tt1700844,0.0
109,tt1702425,0.27243153975394735
110,tt1703958,2.517486058841443
111,tt1706593,1.8445552914502537
112,tt1707386,2.130639902893452
113,tt1710396,0.5986454962569288
114,tt1712170,0.7379207960930873
115,tt1716777,2.8241168583599205
116,tt1720616,5.479598967768947
117,tt1726669,0.20688969908437388
118,tt1728986,0.28805575464473276
119,tt1735898,24.98350607136524
120,tt1742336,1.3364548837134105
121,tt1748122,4.935066270542582
122,tt1748227,1.635136539036013
123,tt1753813,2.8590973133723603
124,tt1758610,3.0284053347080144
125,tt1758830,7.957277160824509
126,tt1764183,0.6217066284109841
127,tt1764651,1.1615440192413893
128,tt1767382,6.484805525886882
129,tt1772341,3.5394145076950534
130,tt1772925,32.29737816923179
131,tt1781769,18.659863453255454
132,tt1787988,0.2989576474857821
133,tt1790885,1.5094283187536373
134,tt1790886,0.0331736433225691
135,tt1800741,2.9967853317732653
136,tt1815852,0.15016679240749553
137,tt1817676,0.5380056560009314
138,tt1827512,0.8490469678005241
139,tt1838544,0.3928098078133927
140,tt1839492,0.32015985128877134
141,tt1840417,2.7366597393579752
142,tt1849718,1.4541779728947015
143,tt1853728,2.557803619737556
144,tt1855199,3.3135853413473133
145,tt1855325,8.6263794828942
146,tt1859650,4.384443780920104
147,tt1862079,7.213308307755099
148,tt1870529,4.823638786544734
149,tt1876451,1.1231340767204372
150,tt1885265,7.91924680370619
151,tt1899353,0.3757024612714441
152,tt1907668,0.3935783682364368
153,tt1915581,1.345439674869058
154,tt1922777,1.6452621871531028
155,tt1931533,5.341173954544086
156,tt1954352,14.80898108804201
157,tt1980986,1.2883381789193118
158,tt1981677,5.049536462862891
159,tt1985017,0.0
160,tt1990314,9.30416055555404
161,tt1991245,10.794430147857453
162,tt1996264,3.387241027723744
163,tt2008513,21.069490206670096
164,tt2011971,0.4868472151602216
165,tt2016894,22.534475670581934
166,tt2023453,5.178070735735807
167,tt2053352,8.69769084283065
168,tt2073016,5.272498026941288
169,tt2077851,1.1264245700897078
170,tt2083383,1.2227635577922755
171,tt2091473,0.911862750112236
172,tt2097307,1.2479074143256041
173,tt2109184,1.5613266797801995
174,tt2125435,2.184857000687553
175,tt2125608,5.001276339003756
176,tt2125666,5.646794922680071
177,tt2176013,1.525295181854165
178,tt2215285,1.287028102050436
179,tt2215719,9.410747209001348
180,tt2247692,17.707057010575884
181,tt2359137,0.19208628274058884
