imdb_id,gross,release_time,duration,out_week,first_pub_before_release_week,last_pub_after_out_week,first_pub_before_release,last_pub_after_out,average_post_t1,average_post_t2,average_post_t3,average_post_t4,average_post_t5,average_post_t6,average_post_t7,video_t1,video_t2,video_t3,status_t1,status_t2,status_t3,offer,swf,photo_t1,photo_t2,photo_t3,link_t1,link_t2,link_t3,question_t1,question_t2,question_t3,na_t1,na_t2,na_t3,wall_post,created_note,created_event,added_video_t1,added_video_t2,added_video_t3,mobile_status_update_t1,mobile_status_update_t2,mobile_status_update_t3,app_created_story_t1,app_created_story_t2,app_created_story_t3,added_photos_t1,added_photos_t2,added_photos_t3,shared_story_t1,shared_story_t2,shared_story_t3,avg_like_cnt_t1,avg_like_cnt_t2,avg_like_cnt_t3,avg_like_cnt,avg_com_cnt_t1,avg_com_cnt_t2,avg_com_cnt_t3,avg_com_cnt,avg_share_cnt_t1,avg_share_cnt_t2,avg_share_cnt_t3,avg_share_cnt,avg_star_rating,avg_sen_score,avg_sen_score_2,avg_sen_score_3,pos_rate,neg_rate,review_cnt,feature_clusters
tt1412386,46000000,2209,26,2234,2193,2299,16,65,3.375,3.75,1,1.653846154,0,0,0.046153846,3,1,1,18,5,0,0,0,7,27,1,42,8,1,3,2,0,4,2,0,0,0,0,1,0,0,18,5,0,0,4,0,6,24,1,44,8,2,46.6164,398.279,176.974,177.05,16.3836,68.093,35.5517,35.0756,11.1233,57.2558,28.2241,27.7731,4.60656,14.95166497,17.91780822,0.772683366,0.974559687,0.025440313,512,1
tt1417075,1000000,2197,15,2211,2179,2200,18,-11,0.388888889,2,0.75,0.6,0,0,0,1,0,0,0,0,0,0,0,7,0,0,10,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,10,9,0,10.2778,17.3333,12.6296,12.6296,1.33333,3,1.88889,1.88889,4.16667,1.33333,3.22222,3.22222,4.6,0.8414,-0.375,0.064025,0.5,0.5,8,2
tt1430615,20000000,2196,10,2205,2177,2303,19,98,0.789473684,1.75,5,2.2,1,1.5,0.265306122,7,4,4,4,0,3,0,2,12,6,20,9,8,9,10,2,0,10,2,2,0,1,0,5,2,0,4,0,3,1,4,0,11,6,17,11,8,13,342.667,396.909,361.312,345.69,40.4048,39.5,40.0938,31.27,71.6667,45.6818,62.7344,57.19,4.31455,16.9376288,20.85869565,0.659720109,0.940217391,0.059782609,184,2
tt1430626,31000000,2208,15,2222,2167,2302,41,80,0.12195122,5,9,2.2,10.75,2,0.225,11,7,6,1,4,0,0,0,28,17,43,18,4,19,3,1,1,4,2,1,0,0,0,8,3,4,1,4,0,0,0,0,22,12,35,26,12,29,39.3279,68.2727,47.4253,65.2699,6.5082,9.72727,7.96552,6.42331,9.34426,7.24242,8.65517,8.87117,3.45882,25.75672564,29.52564103,0.653432051,0.884615385,0.115384615,78,1
tt1433822,4900000,2225,8,2232,2212,2287,13,55,0.230769231,0,10.75,8.875,1.75,2.75,0.109090909,7,11,5,3,1,1,0,0,22,52,18,10,3,0,4,4,0,5,4,2,0,0,0,1,3,0,3,1,1,0,0,0,21,52,10,16,11,11,397.457,622.254,533.872,503.22,100.913,55.3803,73.2821,65.1489,192.739,60.5493,112.521,98.4184,2.00943,-2.67730404,-2.939393939,-0.099012121,0.454545455,0.545454545,99,0
tt1435513,1800000,2211,20,2230,2122,2289,89,59,5.08988764,4,9,6.45,1.25,0,0.338983051,13,6,0,182,21,3,0,0,76,30,3,232,72,19,2,0,0,4,0,0,0,0,0,1,1,0,182,21,3,1,1,0,75,28,3,242,78,19,11.0713,39.0394,15.8744,17.7011,2.94455,4.90551,3.31811,3.41426,2.61782,4.56693,2.88581,3.00759,4.36667,11.33652609,14,0.516691304,0.826086957,0.173913043,23,1
tt1440129,65000000,2211,12,2222,2170,2303,41,81,0.658536585,5.75,8,2.333333333,4.75,1,0.197530864,30,10,8,0,0,1,0,0,35,13,21,17,5,9,0,0,0,1,1,0,0,1,0,3,0,2,0,0,1,0,0,0,30,11,20,48,15,16,794.744,1999.88,1060.98,1248.54,69.6463,102.48,76.5146,81.1611,168.817,198.12,175.612,163.591,4.04199,10.95114118,13.54981993,0.612853782,0.890756303,0.109243697,833,0
tt1441952,9000000,2201,14,2214,2176,2295,25,81,1.08,0.25,5.5,4.071428571,3.25,9.75,0.197530864,8,10,12,2,1,3,0,0,5,12,28,35,34,24,0,0,1,0,6,3,0,0,0,2,1,2,2,1,3,0,0,0,5,9,25,41,40,35,7.7,52.5965,31.6168,74.0286,0.32,5.49123,3.07477,6.77714,2.14,4.73684,3.52336,6.19429,4.27778,26.94538864,30.40909091,0.784868182,0.965909091,0.034090909,88,1
tt1445520,2000000,2201,18,2218,2184,2241,17,23,0.176470588,2,1,0.388888889,0,0,0.086956522,1,0,0,0,0,0,0,0,7,1,1,7,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1,7,6,1,0.8,3.71429,1.72727,2.45833,0.0666667,0.571429,0.227273,0.375,0.133333,0.714286,0.318182,0.291667,4.08333,22.09422222,28.66666667,0.649377778,0.888888889,0.111111111,9,1
tt1446192,103000000,2238,21,2258,2143,2296,95,38,0.494736842,5.25,17.75,6.238095238,0.25,0.5,0.684210526,27,8,0,4,3,0,1,0,92,107,29,15,12,0,1,0,0,4,7,0,0,0,0,0,1,0,4,3,0,0,0,0,89,101,29,42,19,0,3188.92,8271.95,5672.54,6556.52,109.554,320.397,212.178,234.572,227.64,502.298,362.041,369.244,4.59419,9.728292762,13.53558504,0.593027744,0.956574186,0.043425814,829,2
tt1446714,126000000,2214,16,2229,2168,2305,46,76,2.282608696,9.25,13,5.875,3,1,0.171052632,21,6,2,51,5,1,0,0,48,50,24,68,27,2,6,6,0,34,15,2,3,0,0,0,0,0,23,0,0,2,2,0,26,26,20,106,51,7,1094.6,2206.65,1365.37,1772.11,98.3196,181.136,115.993,145.101,189.974,199.58,183.504,210.94,3.42542,6.894589142,8.974452555,0.420508394,0.787408759,0.212591241,1096,0
tt1456635,4200000,2204,10,2213,2176,2306,28,93,2.428571429,29.75,26,20.3,14.5,7,0.935483871,30,5,23,41,29,21,0,126,59,66,117,93,44,10,0,1,2,25,28,10,2,0,0,4,0,0,16,8,13,109,86,0,53,56,101,83,24,49,92.0619,144.292,113.747,245.861,22.354,24.1846,23.7338,30.1784,12.3643,7.4718,10.7359,33.7616,4.21429,13.49846,17.8,0.5279,0.9,0.1,10,1
tt1462769,52000000,2224,23,2246,2171,2258,53,12,0.433962264,5.5,14.5,3.52173913,0,0,0.166666667,17,5,0,3,1,0,0,5,37,56,2,43,16,0,1,0,0,3,3,0,0,0,0,0,0,0,3,1,0,21,9,0,33,52,2,43,16,0,505.806,3990.62,2039.88,2020.63,30.4563,156.21,85.8152,84.9624,39.0388,152.988,89.2011,88.371,4.29386,13.43636403,17.26696833,0.627906335,0.943438914,0.056561086,442,1
tt1477855,6400000,2240,17,2256,2184,2273,56,17,0.357142857,7.5,7.75,5.352941176,1.25,0.25,0.058823529,3,5,0,25,32,0,0,0,31,26,7,21,27,0,1,1,0,4,2,1,0,0,0,0,1,0,25,32,0,0,0,0,24,22,5,28,34,1,60.2593,101.663,81.6213,83.4302,8.06173,10.8652,9.50296,9.52514,7.98765,14.7753,11.6095,11.6592,3.38298,9.713997849,13.87096774,0.463788172,0.870967742,0.129032258,93,1
tt1482459,214000000,2200,21,2220,2183,2241,17,21,0.235294118,0.25,1.5,3.857142857,8.25,0,1.095238095,1,12,8,1,3,2,0,0,1,29,28,8,37,17,0,0,1,0,2,2,0,0,0,0,6,2,1,3,2,0,0,0,0,18,14,10,52,36,3,28.4321,17.2949,94.5,0.0909091,5.03704,3.20513,14.5203,0.0909091,7.06173,5.65385,15.4189,4.15931,12.8998398,15.90452261,0.690345025,0.946733668,0.053266332,995,1
tt1496025,62000000,2194,8,2201,2167,2285,27,84,0.851851852,5.75,7.25,3.375,0.5,0.25,0.119047619,12,8,0,11,0,3,0,0,26,16,6,24,3,4,2,0,0,2,0,1,0,0,0,0,0,0,11,0,3,0,0,0,24,11,5,38,16,4,26.4267,77.7308,37.0909,65.7826,2.33333,9.80769,3.67677,6,5.01333,19.0385,7.81818,11.6783,4.27654,10.55940364,14.45364238,0.513140397,0.88410596,0.11589404,302,0
tt1506999,19000000,2194,10,2203,2168,2278,26,75,1.961538462,2.25,20.75,4.7,2.75,5.5,0.106666667,11,10,7,13,10,2,0,0,62,16,26,53,11,5,4,0,1,4,2,3,0,0,0,3,0,2,13,10,2,0,0,0,61,12,22,62,23,12,70.6294,240.356,111.255,132.1,12.5175,45.0889,20.3138,20.5584,6.70629,15.8222,8.8883,9.30303,2.68617,4.953538841,6.21888412,0.210954721,0.64806867,0.35193133,466,0
tt1520498,1100000,2226,4,2229,2200,2306,26,77,0.769230769,6.25,34.75,18.5,1,0.25,0.844155844,11,7,2,46,7,47,0,3,54,29,7,70,31,14,0,0,0,18,6,0,0,1,0,0,0,0,46,7,47,5,0,0,32,25,3,83,35,20,4.9837,12.5,6.93385,7.91159,1.91848,1.90541,1.68482,1.90854,0.173913,0.756757,0.284047,0.359756,3.90909,12.55948308,14.72307692,0.570955385,0.846153846,0.153846154,65,2
tt1524137,66000000,2193,10,2202,2178,2303,15,101,0.266666667,0.75,1.75,2.1,2.5,3.75,0.158415842,6,3,7,0,1,4,0,1,5,8,15,3,8,14,0,1,0,0,1,4,0,1,0,4,3,0,0,1,4,2,6,5,4,8,11,4,1,17,608.5,979.316,822,645.289,66.5,91.4737,80.8788,58.1184,160.571,68.6316,107.636,56.2368,4.152,8.892032939,12.86655405,0.534290034,0.913851351,0.086148649,593,0
tt1535438,64000000,2223,12,2234,2210,2294,13,60,0.615384615,4.25,9.75,4.083333333,7,7.5,0.183333333,10,2,4,0,0,0,0,0,54,46,47,0,1,18,0,0,0,0,2,0,0,0,0,7,0,3,0,0,0,0,0,0,54,44,47,3,3,19,3012.66,2647.36,2871.59,2262.78,308.984,240.614,282.159,195.989,646.938,272.864,497.28,332.659,4.14115,13.59138203,16.30540541,0.701832568,0.939189189,0.060810811,740,1
tt1540128,13000000,2240,12,2251,2222,2254,18,3,1.666666667,5.25,10,3.666666667,6.25,0,0,10,3,0,0,0,0,0,0,73,37,25,6,4,0,2,0,0,3,1,0,0,0,0,8,2,0,0,0,0,0,0,0,68,36,25,12,5,0,2733.88,5151.14,3333.92,3617.69,192.11,214.686,196.909,237.631,286.824,323.029,293.826,298.756,3.33058,9.226817241,13.13793103,0.396594828,0.853448276,0.146551724,116,1
tt1547234,20000000,2225,10,2234,2176,2260,49,26,0.326530612,5.5,8.75,2.6,3.25,12.75,0.269230769,9,5,10,5,0,0,0,0,42,9,44,16,11,17,1,1,0,5,1,1,0,0,0,1,0,9,5,0,0,0,0,0,38,9,43,24,16,18,215.219,815.6,372.281,423.3,24.9726,48.12,31.2396,27.3118,21.2603,47.36,28.125,24.4176,4.00775,11.3161963,16.3909465,0.543809877,0.913580247,0.086419753,243,0
tt1560747,16000000,2228,23,2250,2226,2300,2,50,0,0,1.25,0.826086957,1,1.25,0.14,5,5,3,0,0,2,0,0,0,12,10,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,8,5,12,6,3,33.4348,27.4815,76.9,0.2,3.21739,2.66667,4.725,2.6,5.65217,5.2963,7.525,2.27946,5.241484746,7.929121726,0.246172727,0.707241911,0.292758089,649,2
tt1560985,53000000,2192,12,2203,2180,2296,12,93,1.333333333,3.25,5.5,3.666666667,2.5,3,0.290322581,11,6,10,9,7,0,0,0,11,16,30,20,15,8,0,0,1,0,1,1,0,0,0,2,0,0,9,7,0,0,0,0,11,15,22,29,21,26,776.275,952.068,826.766,1076.1,119.059,219.205,161.723,148.375,115.667,78.2955,95.4468,95.0139,1.94556,-0.954650226,-1.330699774,-0.107405192,0.422121896,0.577878104,886,0
tt1566501,5700000,2213,12,2224,2202,2294,11,70,1.181818182,6.5,12.5,8.25,7,6.5,0.442857143,7,7,2,10,25,12,0,0,24,26,49,48,41,22,0,0,0,2,3,1,0,0,0,1,0,0,10,25,12,0,0,0,21,22,45,55,49,27,323.573,506.326,405.836,525.19,20.7079,43.6947,31.6393,41.652,112.27,87.3895,96.9344,98.1612,4.796,14.22680177,16.84513274,0.619102212,0.867256637,0.132743363,226,2
tt1568338,19000000,2195,6,2200,2177,2305,18,105,0.166666667,0.5,4,1.833333333,0.25,0.5,0.114285714,3,2,4,0,0,1,0,0,17,9,8,1,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,17,9,6,4,2,4,151.476,325.909,211.438,240.298,16.8571,48.1818,27.625,34.1277,16.5238,16,16.3438,18.9787,4.16422,10.44947006,14.34745763,0.594033051,0.937853107,0.062146893,354,0
tt1568921,19000000,2198,17,2214,2181,2299,17,85,0.117647059,2.25,5.25,2.294117647,0,0,0.117647059,7,13,0,3,0,0,0,3,12,12,10,9,12,0,0,0,0,0,1,0,0,0,0,2,3,0,3,0,0,7,9,0,11,9,10,9,17,0,210.562,404.487,314.7,676.926,32.3125,42.2308,36.7571,43.6543,19.875,32.1026,26.3286,65.9136,4.25246,12.49288046,14.87739464,0.674633716,0.927203065,0.072796935,261,2
tt1579361,780000,2236,9,2244,2196,2306,40,62,2.775,8,15,12.33333333,4,3.25,4.85483871,10,6,26,36,34,83,0,0,32,6,86,125,65,135,0,0,0,30,22,79,0,0,1,0,0,0,10,13,18,0,0,0,27,5,67,135,71,166,28.4816,121.231,31.8529,73.3354,2.65552,10.3846,2.94444,4.59783,12.495,27.6923,13.0163,25.3494,4.5625,5.794646667,13.66666667,0.259686667,0.933333333,0.066666667,15,2
tt1582507,32000000,2229,14,2242,2203,2305,26,63,3,14,24.5,6.642857143,8.25,0,0.031746032,44,25,3,4,0,0,0,4,141,61,23,27,5,6,12,2,3,19,8,6,0,0,0,6,13,0,4,0,0,8,0,0,132,54,20,63,18,9,533.496,926.584,642.483,859.992,34.3534,64.427,42.6916,47.3889,26.1293,34.236,28.3769,30.2639,3.52025,5.871648544,9.093851133,0.275121683,0.747572816,0.252427184,309,0
tt1586265,41000000,2211,12,2222,2185,2305,26,83,4.269230769,13.75,16.75,3.25,2.25,4.75,0.228915663,30,8,5,40,8,13,0,0,80,14,26,78,8,2,5,1,1,36,10,14,0,0,1,1,0,1,9,0,0,0,0,0,72,8,24,114,21,8,42.0386,160.641,59.0441,98.5266,6.74678,10.1795,7.23897,7.73041,9.07296,36.2564,12.9706,16.0846,3.63333,28.51828315,32.51685393,0.703565169,0.921348315,0.078651685,89,1
tt1588334,4200000,2202,10,2211,2194,2233,8,22,0,1.75,1.75,1.8,2.75,1.75,0.045454545,2,1,4,0,0,0,0,0,1,6,14,11,11,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,14,13,12,2,17.2143,45.1765,32.0345,74.7451,6,8.29412,7.44828,8.11765,7.21429,1.05882,4.10345,9.86275,3.91429,30.68098529,43.32352941,0.584229412,0.882352941,0.117647059,34,1
tt1591479,70000000,2199,16,2214,2179,2298,20,84,1.7,9.25,26,7.875,1.25,0,0.238095238,21,17,3,33,15,2,0,0,19,28,18,96,61,2,6,5,0,6,8,0,0,1,0,5,5,0,33,15,2,0,0,0,17,24,16,114,73,7,172.846,1016.22,428,756.558,19.8971,69.3445,38.4491,47.6288,28.8514,112.916,55.2526,83.9663,4.69689,10.80321605,13.56751653,0.623751653,0.904627007,0.095372993,1060,0
tt1592281,1200000,2217,14,2230,2192,2302,25,72,0.48,6.5,7.75,6.214285714,1,0.5,0.388888889,10,4,4,1,0,7,0,1,33,73,19,24,10,4,0,0,0,3,1,1,0,0,0,1,0,0,1,0,7,4,0,0,30,61,15,30,25,11,9.27536,46.7241,30.1603,40.1053,1.57971,7,4.60256,4.93158,0.594203,2.31034,1.55128,2.36316,2.92308,5.35792,12.1,0.22462,0.8,0.2,10,1
tt1592525,14000000,2206,7,2212,2190,2253,16,41,0.125,3,11.75,5.714285714,0.25,10,0.292682927,16,20,11,0,0,2,0,0,23,12,25,18,7,14,4,1,1,5,4,2,0,0,1,3,10,5,0,0,2,0,0,0,19,8,24,33,18,20,83.5246,137.25,104.68,171.922,12.3115,10.85,11.77,15.1169,18.5902,13.7,16.82,17.8571,3.35833,9.455312139,13.33526012,0.470643931,0.849710983,0.150289017,175,0
tt1596350,55000000,2198,18,2215,2180,2302,18,87,1.388888889,2,8.25,1.555555556,0.25,0.25,0.183908046,8,2,1,23,5,0,0,0,10,7,17,23,14,0,2,0,0,3,3,0,0,0,0,1,0,0,22,5,0,0,0,0,9,4,16,31,16,2,62.8636,231.148,95.2935,451.268,7.13636,35.6667,14.6413,41.4196,11.3788,23.4074,14.3587,27.7768,4.36024,12.06878971,14.40441176,0.720471029,0.958823529,0.041176471,680,1
tt1596365,54000000,2196,14,2209,2158,2306,38,97,2.868421053,6.25,22.75,6.5,10.25,1.5,0.422680412,33,23,32,41,2,8,0,0,29,29,23,116,36,25,6,1,0,6,2,0,0,0,0,5,0,0,41,2,8,0,1,0,27,26,18,146,60,62,359.378,1681.73,666.007,895.03,57.2,176.06,88.3137,87.8416,25.0267,113.381,48.9739,48.9554,3.90244,5.176061141,7.529891304,0.309082065,0.733695652,0.266304348,736,2
tt1598828,26000000,2195,17,2211,2175,2305,20,94,6.65,19.5,19.25,7,0.75,0.25,0.095744681,23,16,4,49,8,0,0,0,156,47,6,50,45,2,10,3,1,10,5,1,0,0,1,14,2,0,49,8,0,0,0,0,146,39,4,68,65,8,261.358,425.544,296.149,301.295,52.625,152.656,76.6267,73.2286,23.9826,34.4556,26.2107,25.2333,3.74,11.46807626,13.57344064,0.658804225,0.905432596,0.094567404,499,1
tt1599348,126000000,2197,15,2211,2183,2303,14,92,0.142857143,0.5,3.5,2.266666667,4.25,0.25,0.130434783,7,10,5,0,6,0,0,2,8,8,15,3,8,10,0,0,0,0,2,1,0,1,0,6,5,2,0,6,0,1,7,2,8,6,15,3,7,10,1753,881.387,1205.41,950.915,232,78.6452,140.565,94.8049,353.611,61.9032,176.891,117.28,4.30876,10.04863616,13.8563163,0.604071842,0.919961427,0.080038573,1037,0
tt1601913,52000000,2195,12,2206,2168,2303,27,97,1.666666667,10.75,18.75,5.916666667,3.5,2.5,0.237113402,16,6,15,27,7,4,0,0,22,7,15,93,45,13,5,6,0,5,7,0,0,1,1,2,0,0,27,7,4,1,5,2,16,4,15,112,46,26,86.4233,321.926,137.767,273.979,20.9693,66.5,33.5463,39.2456,8.93865,20.4559,11.2863,20.8612,3.23173,4.80378324,5.997750281,0.267355118,0.689538808,0.310461192,889,2
tt1602098,3000000,2195,17,2211,2162,2286,33,75,1.151515152,5.75,4,1.058823529,0,0,0.106666667,2,2,1,26,6,1,0,0,7,0,1,42,10,5,0,0,0,0,0,0,0,0,0,0,0,0,26,6,1,0,0,0,7,0,1,44,12,6,32.2208,89.1765,41.6129,41.8835,4.74026,14.2941,6.43011,6.38835,2.98701,15.8824,5.12903,5.20388,4.11364,15.654095,19.775,0.549435,0.9,0.1,40,2
tt1602620,6700000,2242,23,2264,2211,2284,31,20,1.64516129,5,1.25,1.652173913,0.5,0.5,0.05,7,1,0,3,7,0,0,0,8,3,1,58,27,4,0,0,0,1,0,0,0,0,0,1,0,0,3,7,0,0,0,0,2,2,1,69,29,4,27.7237,354.184,134.894,132.731,2.18421,16.7895,6.9646,6.78151,7.11842,36.1053,16.9292,16.2101,3.83495,5.431787255,12.14705882,0.178336275,0.862745098,0.137254902,102,2
tt1605630,57000000,2205,9,2213,2079,2314,126,101,0.682539683,3.5,15.25,3.444444444,4,3.75,0.346534653,29,3,9,25,2,2,0,6,57,9,34,42,14,18,6,1,1,18,3,1,0,2,1,18,0,2,14,1,2,13,2,3,56,8,33,40,16,25,3577.24,4509.39,3578.54,4478.82,361.205,274.286,342.652,352.333,342.54,367.714,333.754,363.298,4.51026,14.33543081,17.40810811,0.71300027,0.943243243,0.056756757,370,1
tt1606389,125000000,2197,15,2211,2144,2306,53,95,0.754716981,4.5,21,10.4,2.75,0.25,0.347368421,25,30,6,5,25,0,0,2,104,69,34,8,30,5,0,0,0,5,20,0,0,0,0,5,11,1,1,9,0,0,4,0,80,43,21,51,69,23,3261.45,4644.77,4008.25,5437.46,160.042,150.054,158.604,166.108,317.387,161.429,242.731,316.883,3.9959,11.34159298,13.54102259,0.64884887,0.912009512,0.087990488,841,2
tt1611224,38000000,2216,14,2229,2171,2235,45,6,3.022222222,12,14,5,7.75,3.25,0,13,12,1,61,8,9,0,0,108,27,28,58,21,4,0,2,2,61,9,13,1,0,1,0,0,0,32,2,0,0,0,0,73,25,26,72,34,5,444.675,590.688,469.363,519.802,37.0042,39.5625,37.69,37.2147,46.0417,89.5938,55.45,59.1497,3.96,11.5987793,14.31182796,0.558245699,0.857526882,0.142473118,372,0
tt1614989,1200000,2208,16,2223,2167,2285,41,62,0.048780488,0.5,1.25,2.5625,1,0.5,0.258064516,2,1,3,1,2,3,0,2,3,24,14,3,12,2,0,0,0,0,2,1,0,0,0,1,0,0,1,2,3,1,5,0,3,22,10,3,10,8,3.22222,8.34146,7.42,20.0417,0.222222,1.31707,1.12,2.41667,2.11111,0.804878,1.04,3.27778,4.46667,13.36789167,11.5,0.446708333,0.75,0.25,12,0
tt1615065,47000000,2218,10,2227,2205,2303,13,76,0.307692308,5,21.25,6.8,2.25,5,0.302631579,10,2,14,16,7,0,0,0,63,44,34,20,12,4,0,3,0,10,16,2,0,1,0,1,1,0,16,6,0,3,0,0,52,31,31,27,13,19,150.349,727.045,369.886,445.175,12.6147,75.9552,36.7273,35.1266,47.0183,99.5821,67.0284,62.8472,3.61212,8.684473502,11.50157729,0.357262145,0.750788644,0.249211356,317,2
tt1621045,92000000,2207,12,2218,2154,2305,53,87,1.660377358,7.25,7.25,3.166666667,4.5,11.75,0.24137931,49,15,14,31,5,2,0,0,42,12,45,20,6,25,4,0,0,11,1,3,0,0,0,5,1,9,25,5,0,0,0,0,38,10,41,67,21,33,478.479,3371.32,924.5,7339.86,36.4726,190.263,65.5165,294.237,129.096,218.026,146.467,646.996,4.83801,12.19747741,15.03208906,0.759902947,0.981008513,0.018991487,1528,1
tt1623288,56000000,2224,21,2244,2183,2306,41,62,1.195121951,2.5,5,3.333333333,2.75,5.5,0.193548387,9,4,5,12,15,8,0,2,38,29,17,16,21,15,3,0,0,3,2,0,0,0,0,0,0,2,12,15,8,4,10,0,35,21,11,25,22,24,172.051,536.882,340.816,383.727,13.7468,32.2206,22.2925,21.701,33.0127,44.0441,38.1156,44.8454,3.53186,9.382108081,13.40909091,0.401506566,0.803030303,0.196969697,396,1
